Sno,Date,Time,States,Confirmed Patient,ConfirmedForeignNational,Cured,Deaths,Total Patient
2714,06-06-2020,8:00 AM,Haryana,3597,0,2134,24,3597
2715,06-06-2020,8:00 AM,Himachal Pradesh,393,0,189,5,393
2716,06-06-2020,8:00 AM,Jammu and Kashmir,3324,0,1086,36,3324
2717,06-06-2020,8:00 AM,Jharkhand,881,0,410,7,881
2718,06-06-2020,8:00 AM,Karnataka,4835,0,1688,57,4835
2719,06-06-2020,8:00 AM,Kerala,1699,0,712,14,1699
2720,06-06-2020,8:00 AM,Ladakh,97,0,48,1,97
2721,06-06-2020,8:00 AM,Madhya Pradesh,8996,0,5878,384,8996
2722,06-06-2020,8:00 AM,Maharashtra,80229,0,35156,2849,80229
2723,06-06-2020,8:00 AM,Manipur,132,0,41,0,132
2724,06-06-2020,8:00 AM,Meghalaya,33,0,13,1,33
2725,06-06-2020,8:00 AM,Mizoram,22,0,1,0,22
2726,06-06-2020,8:00 AM,Nagaland,94,0,0,0,94
2727,06-06-2020,8:00 AM,Odisha,2608,0,1604,8,2608
2728,06-06-2020,8:00 AM,Puducherry,99,0,36,0,99
2729,06-06-2020,8:00 AM,Punjab,2461,0,2069,48,2461
2730,06-06-2020,8:00 AM,Rajasthan,10084,0,7359,218,10084
2731,06-06-2020,8:00 AM,Sikkim,3,0,0,0,3
2732,06-06-2020,8:00 AM,Tamil Nadu,28694,0,15762,232,28694
2733,06-06-2020,8:00 AM,Telengana,3290,0,1627,113,3290
2734,06-06-2020,8:00 AM,Tripura,692,0,173,0,692
2735,06-06-2020,8:00 AM,Uttarakhand,1215,0,344,11,1215
2736,06-06-2020,8:00 AM,Uttar Pradesh,9733,0,5648,257,9733
2737,06-06-2020,8:00 AM,West Bengal,7303,0,2912,366,7303
2738,06-06-2020,8:00 AM,Cases being reassigned to states,8192,0,0,0,8192
2739,07-06-2020,8:00 AM,Andaman and Nicobar Islands,33,0,33,0,33
2740,07-06-2020,8:00 AM,Andhra Pradesh,4510,0,2620,73,4510
2741,07-06-2020,8:00 AM,Arunachal Pradesh,47,0,1,0,47
2742,07-06-2020,8:00 AM,Assam,2397,0,547,4,2397
2743,07-06-2020,8:00 AM,Bihar,4915,0,2425,30,4915
2744,07-06-2020,8:00 AM,Chandigarh,309,0,273,5,309
2745,07-06-2020,8:00 AM,Chhattisgarh,923,0,266,4,923
2746,07-06-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,19,0,1,0,19
2747,07-06-2020,8:00 AM,Delhi,27654,0,10664,761,27654
2748,07-06-2020,8:00 AM,Goa,267,0,65,0,267
2749,07-06-2020,8:00 AM,Gujarat,19592,0,13316,1219,19592
2750,07-06-2020,8:00 AM,Haryana,3952,0,2134,24,3952
2751,07-06-2020,8:00 AM,Himachal Pradesh,400,0,194,5,400
2752,07-06-2020,8:00 AM,Jammu and Kashmir,3467,0,1126,39,3467
2753,07-06-2020,8:00 AM,Jharkhand,1000,0,473,7,1000
2754,07-06-2020,8:00 AM,Karnataka,5213,0,1968,59,5213
2755,07-06-2020,8:00 AM,Kerala,1807,0,762,15,1807
2756,07-06-2020,8:00 AM,Ladakh,99,0,48,1,99
2757,07-06-2020,8:00 AM,Madhya Pradesh,9228,0,6108,399,9228
2758,07-06-2020,8:00 AM,Maharashtra,82968,0,37390,2969,82968
2759,07-06-2020,8:00 AM,Manipur,157,0,52,0,157
2760,07-06-2020,8:00 AM,Meghalaya,33,0,13,1,33
2761,07-06-2020,8:00 AM,Mizoram,24,0,1,0,24
2762,07-06-2020,8:00 AM,Nagaland,107,0,0,0,107
2763,07-06-2020,8:00 AM,Odisha,2781,0,1716,8,2781
2764,07-06-2020,8:00 AM,Puducherry,99,0,36,0,99
2765,07-06-2020,8:00 AM,Punjab,2515,0,2092,50,2515
2766,07-06-2020,8:00 AM,Rajasthan,10331,0,7501,231,10331
2767,07-06-2020,8:00 AM,Sikkim,7,0,0,0,7
2768,07-06-2020,8:00 AM,Tamil Nadu,30152,0,16395,251,30152
2769,07-06-2020,8:00 AM,Telengana,3496,0,1710,123,3496
2770,07-06-2020,8:00 AM,Tripura,747,0,173,0,747
2771,07-06-2020,8:00 AM,Uttarakhand,1303,0,423,11,1303
2772,07-06-2020,8:00 AM,Uttar Pradesh,9733,0,5648,257,9733
2773,07-06-2020,8:00 AM,West Bengal,7738,0,3119,383,7738
2774,07-06-2020,8:00 AM,Cases being reassigned to states,8605,0,0,0,8605
2775,08-06-2020,8:00 AM,Andaman and Nicobar Islands,33,0,33,0,33
2776,08-06-2020,8:00 AM,Andhra Pradesh,4708,0,2682,75,4708
2777,08-06-2020,8:00 AM,Arunachal Pradesh,51,0,1,0,51
2778,08-06-2020,8:00 AM,Assam,2565,0,615,4,2565
2779,08-06-2020,8:00 AM,Bihar,5088,0,2480,30,5088
2780,08-06-2020,8:00 AM,Chandigarh,314,0,273,5,314
2781,08-06-2020,8:00 AM,Chhattisgarh,1073,0,283,4,1073
2782,08-06-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,20,0,2,0,20
2783,08-06-2020,8:00 AM,Delhi,27654,0,10664,761,27654
2784,08-06-2020,8:00 AM,Goa,300,0,65,0,300
2785,08-06-2020,8:00 AM,Gujarat,20070,0,13635,1249,20070
2786,08-06-2020,8:00 AM,Haryana,4448,0,2134,28,4448
2787,08-06-2020,8:00 AM,Himachal Pradesh,413,0,224,5,413
2788,08-06-2020,8:00 AM,Jammu and Kashmir,4087,0,1216,41,4087
2789,08-06-2020,8:00 AM,Jharkhand,1099,0,490,7,1099
2790,08-06-2020,8:00 AM,Karnataka,5452,0,2132,61,5452
2791,08-06-2020,8:00 AM,Kerala,1914,0,803,15,1914
2792,08-06-2020,8:00 AM,Ladakh,103,0,50,1,103
2793,08-06-2020,8:00 AM,Madhya Pradesh,9401,0,6331,412,9401
2794,08-06-2020,8:00 AM,Maharashtra,85975,0,39314,3060,85975
2795,08-06-2020,8:00 AM,Manipur,172,0,52,0,172
2796,08-06-2020,8:00 AM,Meghalaya,36,0,13,1,36
2797,08-06-2020,8:00 AM,Mizoram,34,0,1,0,34
2798,08-06-2020,8:00 AM,Nagaland,118,0,8,0,118
2799,08-06-2020,8:00 AM,Odisha,2856,0,1894,9,2856
2800,08-06-2020,8:00 AM,Puducherry,99,0,36,0,99
2801,08-06-2020,8:00 AM,Punjab,2608,0,2106,51,2608
2802,08-06-2020,8:00 AM,Rajasthan,10599,0,7641,240,10599
2803,08-06-2020,8:00 AM,Sikkim,7,0,0,0,7
2804,08-06-2020,8:00 AM,Tamil Nadu,31667,0,16999,269,31667
2805,08-06-2020,8:00 AM,Telengana,3580,0,1710,123,3580
2806,08-06-2020,8:00 AM,Tripura,800,0,192,0,800
2807,08-06-2020,8:00 AM,Uttarakhand,1355,0,528,13,1355
2808,08-06-2020,8:00 AM,Uttar Pradesh,10536,0,6185,275,10536
2809,08-06-2020,8:00 AM,West Bengal,8187,0,3303,396,8187
2810,08-06-2020,8:00 AM,Cases being reassigned to states,9189,0,0,0,9189
2811,09-06-2020,8:00 AM,Andaman and Nicobar Islands,33,0,33,0,33
2812,09-06-2020,8:00 AM,Andhra Pradesh,4851,0,2745,75,4851
2813,09-06-2020,8:00 AM,Arunachal Pradesh,51,0,1,0,51
2814,09-06-2020,8:00 AM,Assam,2776,0,665,4,2776
2815,09-06-2020,8:00 AM,Bihar,5202,0,2499,31,5202
2816,09-06-2020,8:00 AM,Chandigarh,317,0,273,5,317
2817,09-06-2020,8:00 AM,Chhattisgarh,1160,0,308,4,1160
2818,09-06-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,22,0,2,0,22
2819,09-06-2020,8:00 AM,Delhi,29943,0,11357,874,29943
2820,09-06-2020,8:00 AM,Goa,330,0,67,0,330
2821,09-06-2020,8:00 AM,Gujarat,20545,0,13956,1280,20545
2822,09-06-2020,8:00 AM,Haryana,4854,0,2134,39,4854
2823,09-06-2020,8:00 AM,Himachal Pradesh,421,0,227,5,421
2824,09-06-2020,8:00 AM,Jammu and Kashmir,4285,0,1324,45,4285
2825,09-06-2020,8:00 AM,Jharkhand,1256,0,519,7,1256
2826,09-06-2020,8:00 AM,Karnataka,5760,0,2519,64,5760
2827,09-06-2020,8:00 AM,Kerala,2005,0,814,16,2005
2828,09-06-2020,8:00 AM,Ladakh,103,0,52,1,103
2829,09-06-2020,8:00 AM,Madhya Pradesh,9638,0,6536,414,9638
2830,09-06-2020,8:00 AM,Maharashtra,88528,0,40975,3169,88528
2831,09-06-2020,8:00 AM,Manipur,272,0,58,0,272
2832,09-06-2020,8:00 AM,Meghalaya,36,0,13,1,36
2833,09-06-2020,8:00 AM,Mizoram,42,0,1,0,42
2834,09-06-2020,8:00 AM,Nagaland,123,0,8,0,123
2835,09-06-2020,8:00 AM,Odisha,2994,0,1993,9,2994
2836,09-06-2020,8:00 AM,Puducherry,127,0,52,0,127
2837,09-06-2020,8:00 AM,Punjab,2663,0,2128,53,2663
2838,09-06-2020,8:00 AM,Rajasthan,10763,0,8004,246,10763
2839,09-06-2020,8:00 AM,Sikkim,7,0,0,0,7
2840,09-06-2020,8:00 AM,Tamil Nadu,33229,0,17527,286,33229
2841,09-06-2020,8:00 AM,Telengana,3650,0,1710,137,3650
2842,09-06-2020,8:00 AM,Tripura,838,0,192,0,838
2843,09-06-2020,8:00 AM,Uttarakhand,1411,0,714,13,1411
2844,09-06-2020,8:00 AM,Uttar Pradesh,10947,0,6344,283,10947
2845,09-06-2020,8:00 AM,West Bengal,8613,0,3465,405,8613
2846,09-06-2020,8:00 AM,Cases being reassigned to states,8803,0,0,0,8803
2847,10-06-2020,8:00 AM,Andaman and Nicobar Islands,33,0,33,0,33
2848,10-06-2020,8:00 AM,Andhra Pradesh,5070,0,2802,77,5070
2849,10-06-2020,8:00 AM,Arunachal Pradesh,57,0,1,0,57
2850,10-06-2020,8:00 AM,Assam,2937,0,1085,4,2937
2851,10-06-2020,8:00 AM,Bihar,5459,0,2864,32,5459
2852,10-06-2020,8:00 AM,Chandigarh,323,0,286,5,323
2853,10-06-2020,8:00 AM,Chhattisgarh,1240,0,386,6,1240
2854,10-06-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,22,0,2,0,22
2855,10-06-2020,8:00 AM,Delhi,31309,0,11861,905,31309
2856,10-06-2020,8:00 AM,Goa,359,0,67,0,359
2857,10-06-2020,8:00 AM,Gujarat,21014,0,14365,1313,21014
2858,10-06-2020,8:00 AM,Haryana,5209,0,2134,45,5209
2859,10-06-2020,8:00 AM,Himachal Pradesh,445,0,249,5,445
2860,10-06-2020,8:00 AM,Jammu and Kashmir,4346,0,1506,48,4346
2861,10-06-2020,8:00 AM,Jharkhand,1411,0,559,8,1411
2862,10-06-2020,8:00 AM,Karnataka,5921,0,2604,66,5921
2863,10-06-2020,8:00 AM,Kerala,2096,0,848,16,2096
2864,10-06-2020,8:00 AM,Ladakh,108,0,52,1,108
2865,10-06-2020,8:00 AM,Madhya Pradesh,9849,0,6729,420,9849
2866,10-06-2020,8:00 AM,Maharashtra,90787,0,42638,3289,90787
2867,10-06-2020,8:00 AM,Manipur,304,0,61,0,304
2868,10-06-2020,8:00 AM,Meghalaya,43,0,13,1,43
2869,10-06-2020,8:00 AM,Mizoram,88,0,1,0,88
2870,10-06-2020,8:00 AM,Nagaland,127,0,10,0,127
2871,10-06-2020,8:00 AM,Odisha,3140,0,2133,9,3140
2872,10-06-2020,8:00 AM,Puducherry,127,0,52,0,127
2873,10-06-2020,8:00 AM,Punjab,2719,0,2167,55,2719
2874,10-06-2020,8:00 AM,Rajasthan,11245,0,8328,255,11245
2875,10-06-2020,8:00 AM,Sikkim,13,0,0,0,13
2876,10-06-2020,8:00 AM,Tamil Nadu,34914,0,18325,307,34914
2877,10-06-2020,8:00 AM,Telengana,3920,0,1809,148,3920
2878,10-06-2020,8:00 AM,Tripura,864,0,192,1,864
2879,10-06-2020,8:00 AM,Uttarakhand,1537,0,755,13,1537
2880,10-06-2020,8:00 AM,Uttar Pradesh,11335,0,6669,301,11335
2881,10-06-2020,8:00 AM,West Bengal,8985,0,3620,415,8985
2882,10-06-2020,8:00 AM,Cases being reassigned to states,9227,0,0,0,9227
2883,11-06-2020,8:00 AM,Andaman and Nicobar Islands,34,0,33,0,34
2884,11-06-2020,8:00 AM,Andhra Pradesh,5269,0,2899,78,5269
2885,11-06-2020,8:00 AM,Arunachal Pradesh,57,0,2,0,57
2886,11-06-2020,8:00 AM,Assam,3092,0,1249,4,3092
2887,11-06-2020,8:00 AM,Bihar,5710,0,3071,33,5710
2888,11-06-2020,8:00 AM,Chandigarh,327,0,286,5,327
2889,11-06-2020,8:00 AM,Chhattisgarh,1262,0,402,6,1262
2890,11-06-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,26,0,2,0,26
2891,11-06-2020,8:00 AM,Daman & Diu,2,0,0,0,2
2892,11-06-2020,8:00 AM,Delhi,32810,0,12245,984,32810
2893,11-06-2020,8:00 AM,Goa,387,0,67,0,387
2894,11-06-2020,8:00 AM,Gujarat,21521,0,14735,1347,21521
2895,11-06-2020,8:00 AM,Haryana,5579,0,2188,52,5579
2896,11-06-2020,8:00 AM,Himachal Pradesh,451,0,254,6,451
2897,11-06-2020,8:00 AM,Jammu and Kashmir,4507,0,1671,51,4507
2898,11-06-2020,8:00 AM,Jharkhand,1489,0,592,8,1489
2899,11-06-2020,8:00 AM,Karnataka,6041,0,2862,69,6041
2900,11-06-2020,8:00 AM,Kerala,2161,0,905,18,2161
2901,11-06-2020,8:00 AM,Ladakh,115,0,52,1,115
2902,11-06-2020,8:00 AM,Madhya Pradesh,10049,0,6892,427,10049
2903,11-06-2020,8:00 AM,Maharashtra,94041,0,44517,3438,94041
2904,11-06-2020,8:00 AM,Manipur,311,0,63,0,311
2905,11-06-2020,8:00 AM,Meghalaya,44,0,13,1,44
2906,11-06-2020,8:00 AM,Mizoram,93,0,1,0,93
2907,11-06-2020,8:00 AM,Nagaland,128,0,22,0,128
2908,11-06-2020,8:00 AM,Odisha,3250,0,2282,9,3250
2909,11-06-2020,8:00 AM,Puducherry,127,0,53,0,127
2910,11-06-2020,8:00 AM,Punjab,2805,0,2232,55,2805
2911,11-06-2020,8:00 AM,Rajasthan,11600,0,8569,259,11600
2912,11-06-2020,8:00 AM,Sikkim,13,0,0,0,13
2913,11-06-2020,8:00 AM,Tamil Nadu,36841,0,19333,326,36841
2914,11-06-2020,8:00 AM,Telengana,4111,0,1817,156,4111
2915,11-06-2020,8:00 AM,Tripura,895,0,239,1,895
2916,11-06-2020,8:00 AM,Uttarakhand,1562,0,831,15,1562
2917,11-06-2020,8:00 AM,Uttar Pradesh,11610,0,6871,321,11610
2918,11-06-2020,8:00 AM,West Bengal,9328,0,3779,432,9328
2919,11-06-2020,8:00 AM,Cases being reassigned to states,8931,0,0,0,8931
2920,12-06-2020,8:00 AM,Andaman and Nicobar Islands,38,0,33,0,38
2921,12-06-2020,8:00 AM,Andhra Pradesh,5429,0,3048,80,5429
2922,12-06-2020,8:00 AM,Arunachal Pradesh,61,0,4,0,61
2923,12-06-2020,8:00 AM,Assam,3319,0,1432,6,3319
2924,12-06-2020,8:00 AM,Bihar,5983,0,3266,36,5983
2925,12-06-2020,8:00 AM,Chandigarh,332,0,286,5,332
2926,12-06-2020,8:00 AM,Chhattisgarh,1398,0,447,6,1398
2927,12-06-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,30,0,2,0,30
2928,12-06-2020,8:00 AM,Delhi,34687,0,12731,1085,34687
2929,12-06-2020,8:00 AM,Goa,417,0,67,0,417
2930,12-06-2020,8:00 AM,Gujarat,22032,0,15101,1385,22032
2931,12-06-2020,8:00 AM,Haryana,5968,0,2260,64,5968
2932,12-06-2020,8:00 AM,Himachal Pradesh,470,0,280,6,470
2933,12-06-2020,8:00 AM,Jammu and Kashmir,4574,0,1820,52,4574
2934,12-06-2020,8:00 AM,Jharkhand,1599,0,630,8,1599
2935,12-06-2020,8:00 AM,Karnataka,6245,0,2977,72,6245
2936,12-06-2020,8:00 AM,Kerala,2244,0,968,18,2244
2937,12-06-2020,8:00 AM,Ladakh,135,0,54,1,135
2938,12-06-2020,8:00 AM,Madhya Pradesh,10241,0,7042,431,10241
2939,12-06-2020,8:00 AM,Maharashtra,97648,0,46078,3590,97648
2940,12-06-2020,8:00 AM,Manipur,366,0,73,0,366
2941,12-06-2020,8:00 AM,Meghalaya,44,0,18,1,44
2942,12-06-2020,8:00 AM,Mizoram,102,0,1,0,102
2943,12-06-2020,8:00 AM,Nagaland,128,0,22,0,128
2944,12-06-2020,8:00 AM,Odisha,3386,0,2354,9,3386
2945,12-06-2020,8:00 AM,Puducherry,157,0,67,2,157
2946,12-06-2020,8:00 AM,Punjab,2887,0,2259,59,2887
2947,12-06-2020,8:00 AM,Rajasthan,11838,0,8775,265,11838
2948,12-06-2020,8:00 AM,Sikkim,14,0,2,0,14
2949,12-06-2020,8:00 AM,Tamil Nadu,38716,0,20705,349,38716
2950,12-06-2020,8:00 AM,Telengana,4320,0,1993,165,4320
2951,12-06-2020,8:00 AM,Tripura,913,0,278,1,913
2952,12-06-2020,8:00 AM,Uttarakhand,1643,0,842,15,1643
2953,12-06-2020,8:00 AM,Uttar Pradesh,12088,0,7292,345,12088
2954,12-06-2020,8:00 AM,West Bengal,9768,0,3988,442,9768
2955,12-06-2020,8:00 AM,Cases being reassigned to states,8315,0,0,0,8315
2956,13-06-2020,8:00 AM,Andaman and Nicobar Islands,38,0,33,0,38
2957,13-06-2020,8:00 AM,Andhra Pradesh,5680,0,3105,80,5680
2958,13-06-2020,8:00 AM,Arunachal Pradesh,67,0,4,0,67
2959,13-06-2020,8:00 AM,Assam,3498,0,1537,8,3498
2960,13-06-2020,8:00 AM,Bihar,6103,0,3587,36,6103
2961,13-06-2020,8:00 AM,Chandigarh,334,0,286,5,334
2962,13-06-2020,8:00 AM,Chhattisgarh,1429,0,550,6,1429
2963,13-06-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,30,0,2,0,30
2964,13-06-2020,8:00 AM,Delhi,36824,0,13398,1214,36824
2965,13-06-2020,8:00 AM,Goa,463,0,69,0,463
2966,13-06-2020,8:00 AM,Gujarat,22527,0,15493,1415,22527
2967,13-06-2020,8:00 AM,Haryana,6334,0,2475,70,6334
2968,13-06-2020,8:00 AM,Himachal Pradesh,486,0,297,6,486
2969,13-06-2020,8:00 AM,Jammu and Kashmir,4730,0,2086,53,4730
2970,13-06-2020,8:00 AM,Jharkhand,1617,0,672,8,1617
2971,13-06-2020,8:00 AM,Karnataka,6516,0,3440,79,6516
2972,13-06-2020,8:00 AM,Kerala,2322,0,1000,19,2322
2973,13-06-2020,8:00 AM,Ladakh,239,0,62,1,239
2974,13-06-2020,8:00 AM,Madhya Pradesh,10443,0,7201,440,10443
2975,13-06-2020,8:00 AM,Maharashtra,101141,0,47796,3717,101141
2976,13-06-2020,8:00 AM,Manipur,385,0,77,0,385
2977,13-06-2020,8:00 AM,Meghalaya,44,0,22,1,44
2978,13-06-2020,8:00 AM,Mizoram,104,0,1,0,104
2979,13-06-2020,8:00 AM,Nagaland,156,0,49,0,156
2980,13-06-2020,8:00 AM,Odisha,3498,0,2474,10,3498
2981,13-06-2020,8:00 AM,Puducherry,157,0,67,2,157
2982,13-06-2020,8:00 AM,Punjab,2986,0,2282,63,2986
2983,13-06-2020,8:00 AM,Rajasthan,12068,0,8898,272,12068
2984,13-06-2020,8:00 AM,Sikkim,63,0,2,0,63
2985,13-06-2020,8:00 AM,Tamil Nadu,40698,0,22047,367,40698
2986,13-06-2020,8:00 AM,Telengana,4484,0,2278,174,4484
2987,13-06-2020,8:00 AM,Tripura,961,0,278,1,961
2988,13-06-2020,8:00 AM,Uttarakhand,1724,0,947,21,1724
2989,13-06-2020,8:00 AM,Uttar Pradesh,12616,0,7609,365,12616
2990,13-06-2020,8:00 AM,West Bengal,10244,0,4206,451,10244
2991,13-06-2020,8:00 AM,Cases being reassigned to states,7984,0,0,0,7984
2992,14-06-2020,8:00 AM,Andaman and Nicobar Islands,38,0,33,0,38
2993,14-06-2020,8:00 AM,Andhra Pradesh,5965,0,3195,82,5965
2994,14-06-2020,8:00 AM,Arunachal Pradesh,87,0,4,0,87
2995,14-06-2020,8:00 AM,Assam,3718,0,1584,8,3718
2996,14-06-2020,8:00 AM,Bihar,6290,0,3956,39,6290
2997,14-06-2020,8:00 AM,Chandigarh,345,0,286,5,345
2998,14-06-2020,8:00 AM,Chhattisgarh,1512,0,631,6,1512
2999,14-06-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,35,0,2,0,35
3000,14-06-2020,8:00 AM,Delhi,38958,0,14945,1271,38958
3001,14-06-2020,8:00 AM,Goa,523,0,70,0,523
3002,14-06-2020,8:00 AM,Gujarat,23038,0,15883,1448,23038
3003,14-06-2020,8:00 AM,Haryana,6749,0,2803,78,6749
3004,14-06-2020,8:00 AM,Himachal Pradesh,502,0,313,6,502
3005,14-06-2020,8:00 AM,Jammu and Kashmir,4878,0,2269,55,4878
3006,14-06-2020,8:00 AM,Jharkhand,1711,0,816,8,1711
3007,14-06-2020,8:00 AM,Karnataka,6824,0,3648,81,6824
3008,14-06-2020,8:00 AM,Kerala,2407,0,1046,19,2407
3009,14-06-2020,8:00 AM,Ladakh,437,0,68,1,437
3010,14-06-2020,8:00 AM,Madhya Pradesh,10641,0,7377,447,10641
3011,14-06-2020,8:00 AM,Maharashtra,104568,0,49346,3830,104568
3012,14-06-2020,8:00 AM,Manipur,449,0,91,0,449
3013,14-06-2020,8:00 AM,Meghalaya,44,0,22,1,44
3014,14-06-2020,8:00 AM,Mizoram,107,0,1,0,107
3015,14-06-2020,8:00 AM,Nagaland,163,0,76,0,163
3016,14-06-2020,8:00 AM,Odisha,3723,0,2594,10,3723
3017,14-06-2020,8:00 AM,Puducherry,176,0,82,2,176
3018,14-06-2020,8:00 AM,Punjab,3063,0,2327,65,3063
3019,14-06-2020,8:00 AM,Rajasthan,12401,0,9337,282,12401
3020,14-06-2020,8:00 AM,Sikkim,63,0,4,0,63
3021,14-06-2020,8:00 AM,Tamil Nadu,42687,0,23409,397,42687
3022,14-06-2020,8:00 AM,Telengana,4737,0,2352,182,4737
3023,14-06-2020,8:00 AM,Tripura,1046,0,315,1,1046
3024,14-06-2020,8:00 AM,Uttarakhand,1785,0,1077,23,1785
3025,14-06-2020,8:00 AM,Uttar Pradesh,13118,0,7875,385,13118
3026,14-06-2020,8:00 AM,West Bengal,10698,0,4542,463,10698
3027,14-06-2020,8:00 AM,Cases being reassigned to states,7436,0,0,0,7436
3028,15-06-2020,8:00 AM,Andaman and Nicobar Islands,38,0,33,0,38
3029,15-06-2020,8:00 AM,Andhra Pradesh,6163,0,3314,84,6163
3030,15-06-2020,8:00 AM,Arunachal Pradesh,91,0,7,0,91
3031,15-06-2020,8:00 AM,Assam,4049,0,1960,8,4049
3032,15-06-2020,8:00 AM,Bihar,6470,0,4170,39,6470
3033,15-06-2020,8:00 AM,Chandigarh,352,0,293,5,352
3034,15-06-2020,8:00 AM,Chhattisgarh,1662,0,763,8,1662
3035,15-06-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,36,0,2,0,36
3036,15-06-2020,8:00 AM,Delhi,41182,0,15823,1327,41182
3037,15-06-2020,8:00 AM,Goa,564,0,74,0,564
3038,15-06-2020,8:00 AM,Gujarat,23544,0,16325,1477,23544
3039,15-06-2020,8:00 AM,Haryana,7208,0,3003,88,7208
3040,15-06-2020,8:00 AM,Himachal Pradesh,518,0,337,7,518
3041,15-06-2020,8:00 AM,Jammu and Kashmir,5041,0,2389,59,5041
3042,15-06-2020,8:00 AM,Jharkhand,1745,0,905,8,1745
3043,15-06-2020,8:00 AM,Karnataka,7000,0,3955,86,7000
3044,15-06-2020,8:00 AM,Kerala,2461,0,1102,19,2461
3045,15-06-2020,8:00 AM,Ladakh,549,0,80,1,549
3046,15-06-2020,8:00 AM,Madhya Pradesh,10802,0,7677,459,10802
3047,15-06-2020,8:00 AM,Maharashtra,107958,0,50978,3950,107958
3048,15-06-2020,8:00 AM,Manipur,458,0,91,0,458
3049,15-06-2020,8:00 AM,Meghalaya,44,0,25,1,44
3050,15-06-2020,8:00 AM,Mizoram,112,0,1,0,112
3051,15-06-2020,8:00 AM,Nagaland,168,0,88,0,168
3052,15-06-2020,8:00 AM,Odisha,3909,0,2708,11,3909
3053,15-06-2020,8:00 AM,Puducherry,194,0,91,5,194
3054,15-06-2020,8:00 AM,Punjab,3140,0,2356,67,3140
3055,15-06-2020,8:00 AM,Rajasthan,12694,0,9566,292,12694
3056,15-06-2020,8:00 AM,Sikkim,68,0,4,0,68
3057,15-06-2020,8:00 AM,Tamil Nadu,44661,0,24547,435,44661
3058,15-06-2020,8:00 AM,Telengana,4974,0,2377,185,4974
3059,15-06-2020,8:00 AM,Tripura,1076,0,315,1,1076
3060,15-06-2020,8:00 AM,Uttarakhand,1819,0,1111,24,1819
3061,15-06-2020,8:00 AM,Uttar Pradesh,13615,0,8268,399,13615
3062,15-06-2020,8:00 AM,West Bengal,11087,0,5060,475,11087
3063,15-06-2020,8:00 AM,Cases being reassigned to states,6972,0,0,0,6972
3064,16-06-2020,8:00 AM,Andaman and Nicobar Islands,41,0,33,0,41
3065,16-06-2020,8:00 AM,Andhra Pradesh,6456,0,3316,88,6456
3066,16-06-2020,8:00 AM,Arunachal Pradesh,91,0,7,0,91
3067,16-06-2020,8:00 AM,Assam,4158,0,2166,8,4158
3068,16-06-2020,8:00 AM,Bihar,6650,0,4409,40,6650
3069,16-06-2020,8:00 AM,Chandigarh,354,0,296,6,354
3070,16-06-2020,8:00 AM,Chhattisgarh,1756,0,890,8,1756
3071,16-06-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,36,0,5,0,36
3072,16-06-2020,8:00 AM,Delhi,42829,0,16427,1400,42829
3073,16-06-2020,8:00 AM,Goa,592,0,85,0,592
3074,16-06-2020,8:00 AM,Gujarat,24055,0,16664,1505,24055
3075,16-06-2020,8:00 AM,Haryana,7722,0,3565,100,7722
3076,16-06-2020,8:00 AM,Himachal Pradesh,556,0,353,8,556
3077,16-06-2020,8:00 AM,Jammu and Kashmir,5220,0,2604,62,5220
3078,16-06-2020,8:00 AM,Jharkhand,1763,0,905,8,1763
3079,16-06-2020,8:00 AM,Karnataka,7213,0,4135,89,7213
3080,16-06-2020,8:00 AM,Kerala,2543,0,1175,20,2543
3081,16-06-2020,8:00 AM,Ladakh,555,0,82,1,555
3082,16-06-2020,8:00 AM,Madhya Pradesh,10935,0,7903,465,10935
3083,16-06-2020,8:00 AM,Maharashtra,110744,0,56049,4128,110744
3084,16-06-2020,8:00 AM,Manipur,490,0,151,0,490
3085,16-06-2020,8:00 AM,Meghalaya,44,0,25,1,44
3086,16-06-2020,8:00 AM,Mizoram,117,0,1,0,117
3087,16-06-2020,8:00 AM,Nagaland,177,0,92,0,177
3088,16-06-2020,8:00 AM,Odisha,4055,0,2854,11,4055
3089,16-06-2020,8:00 AM,Puducherry,202,0,95,5,202
3090,16-06-2020,8:00 AM,Punjab,3267,0,2443,71,3267
3091,16-06-2020,8:00 AM,Rajasthan,12981,0,9785,301,12981
3092,16-06-2020,8:00 AM,Sikkim,68,0,4,0,68
3093,16-06-2020,8:00 AM,Tamil Nadu,46504,0,25344,479,46504
3094,16-06-2020,8:00 AM,Telengana,5193,0,2766,187,5193
3095,16-06-2020,8:00 AM,Tripura,1086,0,433,1,1086
3096,16-06-2020,8:00 AM,Uttarakhand,1845,0,1189,24,1845
3097,16-06-2020,8:00 AM,Uttar Pradesh,13615,0,8268,399,13615
